"","Subject","Age","Gender","Date","TrialNumber","Mesh","Function","Name","Name_learnt","Task","SuccessTask","RTMovement","RTGrasping","RTAction","TrialBlock","RTMovementGrasping","RTGraspingAction","RTMovement.c","RTMovement.z","RTGrasping.c","RTGrasping.z","RTAction.c","RTAction.z","RTMovementGrasping.c","RTMovementGrasping.z","RTGraspingAction.c","RTGraspingAction.z"
"108",23,30,"Female",11102018,5,"controllerRenderer_B","VANISHING","NoName2","No","USE","True",0.7666674,2.688887,3.69999,1,1.922,1.011,0.247,1.122,1.01,1.609,1.04,0.475,0.763,1.258,0.03,0.015
"109",25,20,"Female",12102018,5,"controllerRenderer_C","ANTIGRAVITY","NoName3","No","USE","True",0.2888889,2.744442,4.944445,1,2.456,2.2,-0.231,-1.048,1.066,1.698,2.284,1.043,1.297,2.139,1.218,0.63
"110",26,18,"Female",15102018,5,"controllerRenderer_I","SNOWING","NoName1","No","MOVE","True",0.6777782,1.988893,2.055559,1,1.311,0.067,0.158,0.718,0.31,0.494,-0.605,-0.276,0.152,0.251,-0.915,-0.473
"111",27,19,"Female",15102018,5,"controllerRenderer_G","VANISHING","NoName2","No","MOVE","True",0.577778,1.611114,1.733337,1,1.033,0.122,0.058,0.264,-0.067,-0.107,-0.927,-0.423,-0.125,-0.207,-0.86,-0.445
"112",28,31,"Female",17102018,5,"controllerRenderer_E","GROWING","SNI","Yes","MOVE","True",0.5888891,2.911108,3.033329,1,2.322,0.122,0.069,0.315,1.233,1.963,0.373,0.17,1.164,1.918,-0.86,-0.445
"113",29,21,"Female",17102018,5,"controllerRenderer_C","BLACKHOLE","LUM","Yes","MOVE","True",0.6222225,1.677781,1.844448,1,1.056,0.167,0.103,0.466,-0.001,-0.001,-0.816,-0.372,-0.104,-0.17,-0.815,-0.422
"114",30,19,"Female",18102018,5,"controllerRenderer_C","BLACKHOLE","NoName1","No","MOVE","True",0.5222223,1.688892,1.800003,1,1.167,0.111,0.003,0.012,0.01,0.017,-0.86,-0.393,0.007,0.013,-0.87,-0.451
"115",32,20,"Female",19102018,5,"controllerRenderer_E","BLACKHOLE","NoName2","No","MOVE","True",0.6222225,2.355556,5.988903,1,1.733,3.633,0.103,0.466,0.677,1.078,3.329,1.519,0.574,0.947,2.652,1.372
"116",33,17,"Female",19102018,5,"controllerRenderer_C","BLACKHOLE","NoName3","No","MOVE","True",0.6000003,2.155558,5.366673,1,1.556,3.211,0.08,0.365,0.477,0.76,2.706,1.235,0.397,0.655,2.229,1.153
"117",35,19,"Female",6112018,5,"controllerRenderer_E","CREATING","NoName3","No","MOVE","True",0.9444456,1.755559,1.933337,1,0.811,0.178,0.425,1.93,0.077,0.123,-0.727,-0.332,-0.348,-0.574,-0.804,-0.416
"118",37,21,"Female",7112018,5,"controllerRenderer_C","CREATING","NoName2","No","USE","True",0.2666667,2.200002,4.688886,1,1.933,2.489,-0.253,-1.149,0.522,0.831,2.029,0.926,0.775,1.276,1.507,0.78
"119",38,20,"Male",7112018,5,"controllerRenderer_A","BLACKHOLE","LUM","Yes","USE","True",0.4111111,2.566666,4.099989,1,2.156,1.533,-0.108,-0.493,0.888,1.415,1.44,0.657,0.996,1.644,0.552,0.285
"120",39,20,"Female",8112018,5,"controllerRenderer_B","CREATING","NoName2","No","MOVE","True",0.5222223,2.122225,2.166669,1,1.6,0.044,0.003,0.012,0.444,0.707,-0.494,-0.225,0.441,0.727,-0.938,-0.485
"121",40,19,"Male",8112018,5,"controllerRenderer_G","VANISHING","SNI","Yes","MOVE","True",0.577778,2.333334,2.333334,1,1.756,0,0.058,0.264,0.655,1.043,-0.327,-0.149,0.597,0.985,-0.982,-0.508
"122",1922222,20,"Female",9102018,5,"controllerRenderer_E","VANISHING","UNT","Yes","MOVE","True",0.5444446,3.688879,3.866655,1,3.144,0.178,0.025,0.113,2.01,3.202,1.206,0.551,1.985,3.273,-0.804,-0.416
"123",6,35,"Female",26092018,6,"controllerRenderer_B","CREATING","NoName3","No","USE","True",0.5222223,1.811115,3.411103,1,1.289,1.6,0.003,0.012,0.133,0.211,0.751,0.343,0.13,0.215,0.618,0.32
"124",7,19,"Female",26092018,6,"controllerRenderer_A","VANISHING","NoName2","No","USE","True",0.6888894,2.244446,3.333326,1,1.556,1.089,0.169,0.769,0.566,0.901,0.673,0.307,0.397,0.655,0.107,0.055
"125",11,19,"Female",3102018,6,"controllerRenderer_C","VANISHING","LUM","Yes","MOVE","True",0.8555565,1.933337,2.200002,1,1.078,0.267,0.336,1.526,0.255,0.406,-0.46,-0.21,-0.081,-0.133,-0.715,-0.37
"126",14,20,"Female",5102018,6,"controllerRenderer_I","ANTIGRAVITY","LUM","Yes","USE","True",0.3777778,2.188891,3.011107,1,1.811,0.822,-0.142,-0.644,0.51,0.813,0.351,0.16,0.652,1.075,-0.159,-0.083
"127",16,20,"Female",8102018,6,"controllerRenderer_I","BLACKHOLE","UNT","Yes","MOVE","True",0.4333333,1.288891,1.344447,1,0.856,0.056,-0.086,-0.392,-0.39,-0.62,-1.316,-0.601,-0.304,-0.499,-0.926,-0.479
"128",18,18,"Male",9102018,6,"controllerRenderer_B","SNOWING","NoName1","No","USE","True",0.5333334,1.455558,2.322223,1,0.922,0.867,0.014,0.062,-0.223,-0.355,-0.338,-0.154,-0.237,-0.39,-0.115,-0.059
"129",20,18,"Female",9102018,6,"controllerRenderer_G","SNOWING","NoName1","No","USE","True",0.6222225,1.577781,5.122225,1,0.956,3.544,0.103,0.466,-0.101,-0.16,2.462,1.124,-0.204,-0.334,2.563,1.326
"130",21,18,"Female",9102018,6,"controllerRenderer_C","CREATING","NoName2","No","USE","True",0.6222225,2.255557,4.099989,1,1.633,1.844,0.103,0.466,0.577,0.919,1.44,0.657,0.474,0.782,0.863,0.446
"131",22,18,"Male",11102018,6,"controllerRenderer_A","GROWING","NoName1","No","USE","True",0.5111111,2.033337,4.02221,1,1.522,1.989,-0.008,-0.038,0.355,0.565,1.362,0.622,0.363,0.599,1.007,0.521
"132",24,19,"Female",21102018,6,"controllerRenderer_A","GROWING","LUM","Yes","MOVE","True",0.4666667,2.744442,2.899997,1,2.278,0.156,-0.053,-0.24,1.066,1.698,0.24,0.109,1.119,1.845,-0.826,-0.427
"133",26,18,"Female",15102018,6,"controllerRenderer_E","GROWING","UNT","Yes","MOVE","True",0.4666667,1.86667,2.044448,1,1.4,0.178,-0.053,-0.24,0.188,0.3,-0.616,-0.281,0.241,0.398,-0.804,-0.416
"134",28,31,"Female",17102018,6,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.6777782,1.788892,1.844448,1,1.111,0.056,0.158,0.718,0.11,0.176,-0.816,-0.372,-0.048,-0.079,-0.926,-0.479
"135",29,21,"Female",17102018,6,"controllerRenderer_B","ANTIGRAVITY","SNI","Yes","MOVE","True",0.6666671,1.788892,1.777781,1,1.122,-0.011,0.147,0.668,0.11,0.176,-0.883,-0.403,-0.037,-0.061,-0.993,-0.514
"136",30,19,"Female",18102018,6,"controllerRenderer_I","VANISHING","LUM","Yes","USE","True",0.5666668,2.155558,2.966663,1,1.589,0.811,0.047,0.214,0.477,0.76,0.306,0.14,0.43,0.709,-0.171,-0.088
"137",32,20,"Female",19102018,6,"controllerRenderer_E","BLACKHOLE","NoName2","No","MOVE","True",0.9222233,2.044448,2.38889,1,1.122,0.344,0.403,1.829,0.366,0.583,-0.271,-0.124,-0.037,-0.061,-0.637,-0.33
"138",35,19,"Female",6112018,6,"controllerRenderer_A","SNOWING","NoName2","No","USE","True",0.5,1.722225,2.277779,1,1.222,0.556,-0.02,-0.089,0.044,0.07,-0.383,-0.175,0.064,0.104,-0.427,-0.22
"139",36,20,"Female",6112018,6,"controllerRenderer_C","BLACKHOLE","SNI","Yes","MOVE","True",0.577778,1.688892,1.677781,1,1.111,-0.011,0.058,0.264,0.01,0.017,-0.983,-0.449,-0.048,-0.079,-0.993,-0.514
"140",37,21,"Female",7112018,6,"controllerRenderer_E","BLACKHOLE","LUM","Yes","USE","True",0.5,2.644443,5.455563,1,2.144,2.811,-0.02,-0.089,0.966,1.539,2.795,1.276,0.986,1.624,1.829,0.946
"141",38,20,"Male",7112018,6,"controllerRenderer_A","BLACKHOLE","LUM","Yes","MOVE","True",0.4888889,1.800003,1.888893,1,1.311,0.089,-0.031,-0.139,0.122,0.194,-0.771,-0.352,0.153,0.251,-0.893,-0.462
"142",39,20,"Female",8112018,6,"controllerRenderer_B","CREATING","NoName2","No","MOVE","True",0.6222225,1.888893,1.888893,1,1.267,0,0.103,0.466,0.21,0.335,-0.771,-0.352,0.107,0.178,-0.981,-0.508
"143",40,19,"Male",8112018,6,"controllerRenderer_E","SNOWING","LUM","Yes","MOVE","True",0.5666668,1.844448,1.900004,1,1.278,0.056,0.047,0.214,0.166,0.264,-0.76,-0.347,0.119,0.196,-0.926,-0.479
"144",1922222,20,"Female",9102018,6,"controllerRenderer_B","GROWING","NoName1","No","MOVE","True",0.4222222,1.988893,2.166669,1,1.567,0.178,-0.097,-0.442,0.31,0.494,-0.494,-0.225,0.407,0.673,-0.804,-0.416
"145",2,19,"Female",24092018,7,"controllerRenderer_B","GROWING","NoName1","No","USE","True",0.4444444,1.76667,3.033329,1,1.322,1.267,-0.075,-0.341,0.088,0.141,0.373,0.17,0.163,0.269,0.285,0.147
"146",4,19,"Female",25092018,7,"controllerRenderer_E","CREATING","NoName1","No","MOVE","True",0.5666668,3.355548,3.766656,1,2.789,0.411,0.047,0.214,1.677,2.671,1.106,0.505,1.63,2.688,-0.571,-0.295
"147",5,20,"Female",25092018,7,"controllerRenderer_A","GROWING","NoName1","No","MOVE","True",0.5111111,1.733337,1.833337,1,1.222,0.1,-0.008,-0.038,0.055,0.087,-0.827,-0.378,0.063,0.104,-0.882,-0.456
"148",7,19,"Female",26092018,7,"controllerRenderer_A","VANISHING","NoName2","No","MOVE","True",0.4333333,1.755559,1.922226,1,1.322,0.167,-0.086,-0.392,0.077,0.123,-0.738,-0.337,0.163,0.269,-0.815,-0.422
"149",9,19,"Male",27092018,7,"controllerRenderer_G","BLACKHOLE","UNT","Yes","USE","True",0.4666667,2.022226,3.077773,1,1.556,1.056,-0.053,-0.24,0.344,0.548,0.417,0.191,0.397,0.655,0.073,0.038
"150",10,19,"Female",2102018,7,"controllerRenderer_E","ANTIGRAVITY","LUM","Yes","MOVE","True",0.577778,1.644447,1.744448,1,1.067,0.1,0.058,0.264,-0.034,-0.054,-0.916,-0.418,-0.092,-0.151,-0.882,-0.456
"151",12,19,"Female",3102018,7,"controllerRenderer_G","BLACKHOLE","NoName2","No","MOVE","True",0.5555557,2.000004,2.077781,1,1.444,0.078,0.036,0.163,0.322,0.512,-0.583,-0.266,0.286,0.47,-0.905,-0.468
"152",15,20,"Female",5102018,7,"controllerRenderer_B","GROWING","UNT","Yes","MOVE","True",0.4777778,1.644447,1.633336,1,1.167,-0.011,-0.042,-0.19,-0.034,-0.054,-1.027,-0.469,0.008,0.013,-0.993,-0.514
"153",16,20,"Female",8102018,7,"controllerRenderer_A","VANISHING","NoName3","No","USE","True",0.4555556,1.211113,1.733337,1,0.756,0.522,-0.064,-0.291,-0.467,-0.744,-0.927,-0.423,-0.403,-0.664,-0.46,-0.238
"154",17,20,"Female",8102018,7,"controllerRenderer_G","CREATING","UNT","Yes","MOVE","True",0.3888889,1.288891,1.311113,1,0.9,0.022,-0.131,-0.594,-0.39,-0.62,-1.349,-0.616,-0.259,-0.427,-0.959,-0.497
"155",18,18,"Male",9102018,7,"controllerRenderer_G","VANISHING","NoName3","No","USE","True",0.4222222,1.955559,2.566666,1,1.533,0.611,-0.097,-0.442,0.277,0.441,-0.094,-0.043,0.374,0.617,-0.371,-0.192
"156",20,18,"Female",9102018,7,"controllerRenderer_I","BLACKHOLE","NoName3","No","USE","True",0.8111119,2.477778,4.633329,1,1.667,2.156,0.292,1.324,0.799,1.273,1.973,0.901,0.507,0.838,1.174,0.607
"157",21,18,"Female",9102018,7,"controllerRenderer_B","SNOWING","UNT","Yes","USE","True",0.900001,2.077781,2.922219,1,1.178,0.844,0.38,1.728,0.399,0.636,0.262,0.12,0.019,0.032,-0.137,-0.071
"158",22,18,"Male",11102018,7,"controllerRenderer_A","GROWING","NoName1","No","USE","True",0.5,2.088892,4.977778,1,1.589,2.889,-0.02,-0.089,0.41,0.654,2.317,1.058,0.43,0.709,1.907,0.987
"159",23,30,"Female",11102018,7,"controllerRenderer_B","VANISHING","NoName2","No","USE","True",0.5333334,2.088892,2.888885,1,1.556,0.8,0.014,0.062,0.41,0.654,0.229,0.104,0.396,0.655,-0.181,-0.094
"160",24,19,"Female",21102018,7,"controllerRenderer_C","SNOWING","NoName3","No","USE","True",0.5222223,2.311112,3.633324,1,1.789,1.322,0.003,0.012,0.633,1.008,0.973,0.444,0.63,1.039,0.34,0.176
"161",27,19,"Female",15102018,7,"controllerRenderer_I","CREATING","UNT","Yes","USE","True",0.6000003,2.400001,4.244435,1,1.8,1.844,0.08,0.365,0.722,1.149,1.584,0.723,0.642,1.057,0.862,0.446
"162",28,31,"Female",17102018,7,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.6111114,1.522225,1.644447,1,0.911,0.122,0.092,0.416,-0.156,-0.249,-1.016,-0.464,-0.248,-0.409,-0.86,-0.445
"163",29,21,"Female",17102018,7,"controllerRenderer_B","ANTIGRAVITY","SNI","Yes","USE","True",0.4777778,1.877781,2.17778,1,1.4,0.3,-0.042,-0.19,0.199,0.318,-0.483,-0.22,0.241,0.398,-0.682,-0.353
"164",30,19,"Female",18102018,7,"controllerRenderer_A","GROWING","UNT","Yes","MOVE","True",0.4777778,1.777781,1.855559,1,1.3,0.078,-0.042,-0.19,0.099,0.158,-0.805,-0.367,0.141,0.233,-0.904,-0.468
"165",33,17,"Female",19102018,7,"controllerRenderer_E","ANTIGRAVITY","SNI","Yes","USE","True",0.4222222,2.411112,3.111106,1,1.989,0.7,-0.097,-0.442,0.733,1.167,0.451,0.206,0.83,1.369,-0.282,-0.146
"166",38,20,"Male",7112018,7,"controllerRenderer_G","SNOWING","NoName3","No","USE","True",0.4444444,2.100003,2.966663,1,1.656,0.867,-0.075,-0.341,0.422,0.671,0.306,0.14,0.497,0.82,-0.116,-0.059
"167",39,20,"Female",8112018,7,"controllerRenderer_B","CREATING","NoName2","No","USE","True",0.5111111,3.244438,4.755553,1,2.733,1.511,-0.008,-0.038,1.566,2.494,2.095,0.956,1.574,2.595,0.529,0.274
"168",40,19,"Male",8112018,7,"controllerRenderer_E","SNOWING","LUM","Yes","MOVE","True",0.4111111,1.788892,1.988893,1,1.378,0.2,-0.108,-0.493,0.11,0.176,-0.671,-0.307,0.218,0.361,-0.781,-0.405
"169",1922222,20,"Female",9102018,7,"controllerRenderer_C","ANTIGRAVITY","NoName2","No","MOVE","True",0.5333334,1.822226,1.900004,1,1.289,0.078,0.014,0.062,0.144,0.229,-0.76,-0.347,0.13,0.215,-0.904,-0.468
"170",2,19,"Female",24092018,8,"controllerRenderer_A","SNOWING","NoName2","No","USE","True",0.4333333,1.966671,2.855552,1,1.533,0.889,-0.086,-0.392,0.288,0.459,0.195,0.089,0.374,0.617,-0.093,-0.048
"171",3,19,"Male",24092018,8,"controllerRenderer_E","GROWING","NoName1","No","USE","True",0.5888891,2.5,4.244435,1,1.911,1.744,0.069,0.315,0.822,1.308,1.584,0.723,0.753,1.24,0.762,0.394
"172",4,19,"Female",25092018,8,"controllerRenderer_G","VANISHING","LUM","Yes","MOVE","True",0.5222223,3.177772,3.333326,1,2.656,0.156,0.003,0.012,1.499,2.388,0.673,0.307,1.496,2.469,-0.826,-0.427
"173",6,35,"Female",26092018,8,"controllerRenderer_B","CREATING","NoName3","No","USE","True",0.6222225,1.777781,4.566662,1,1.156,2.789,0.103,0.466,0.099,0.158,1.906,0.87,-0.004,-0.005,1.807,0.935
"174",7,19,"Female",26092018,8,"controllerRenderer_G","CREATING","NoName1","No","USE","True",0.6333337,1.888893,3.455548,1,1.256,1.567,0.114,0.517,0.21,0.335,0.795,0.363,0.096,0.16,0.585,0.303
"175",8,21,"Female",27092018,8,"controllerRenderer_I","ANTIGRAVITY","NoName1","No","USE","True",0.4777778,1.833337,2.822219,1,1.356,0.989,-0.042,-0.19,0.155,0.247,0.162,0.074,0.197,0.325,0.007,0.004
"176",10,19,"Female",2102018,8,"controllerRenderer_G","VANISHING","SNI","Yes","USE","True",0.4888889,1.577781,3.144439,1,1.089,1.567,-0.031,-0.139,-0.101,-0.16,0.484,0.221,-0.07,-0.115,0.585,0.303
"177",12,19,"Female",3102018,8,"controllerRenderer_G","BLACKHOLE","NoName2","No","MOVE","True",0.3666667,1.233335,1.433336,1,0.867,0.2,-0.153,-0.694,-0.445,-0.709,-1.227,-0.56,-0.292,-0.481,-0.782,-0.405
"178",14,20,"Female",5102018,8,"controllerRenderer_B","GROWING","NoName2","No","MOVE","True",0.5111111,1.500003,1.566669,1,0.989,0.067,-0.008,-0.038,-0.178,-0.284,-1.094,-0.499,-0.17,-0.28,-0.916,-0.473
"179",15,20,"Female",5102018,8,"controllerRenderer_C","SNOWING","NoName2","No","MOVE","True",0.3444445,1.644447,1.633336,1,1.3,-0.011,-0.175,-0.795,-0.034,-0.054,-1.027,-0.469,0.141,0.233,-0.993,-0.514
"180",16,20,"Female",8102018,8,"controllerRenderer_G","GROWING","NoName2","No","USE","True",0.4111111,1.544447,3.566658,1,1.133,2.022,-0.108,-0.493,-0.134,-0.213,0.906,0.414,-0.026,-0.043,1.04,0.538
"181",17,20,"Female",8102018,8,"controllerRenderer_A","GROWING","NoName3","No","USE","True",0.5111111,1.76667,3.355548,1,1.256,1.589,-0.008,-0.038,0.088,0.141,0.695,0.317,0.096,0.16,0.607,0.314
"182",18,18,"Male",9102018,8,"controllerRenderer_E","BLACKHOLE","NoName2","No","USE","True",0.4777778,1.466669,2.322223,1,0.989,0.856,-0.042,-0.19,-0.212,-0.337,-0.338,-0.154,-0.17,-0.28,-0.126,-0.065
"183",20,18,"Female",9102018,8,"controllerRenderer_A","VANISHING","LUM","Yes","USE","True",0.5,2.155558,5.400006,1,1.656,3.244,-0.02,-0.089,0.477,0.76,2.74,1.251,0.497,0.82,2.263,1.17
"184",21,18,"Female",9102018,8,"controllerRenderer_G","ANTIGRAVITY","SNI","Yes","USE","True",0.577778,2.766664,4.911111,1,2.189,2.144,0.058,0.264,1.088,1.733,2.251,1.027,1.03,1.699,1.163,0.601
"185",22,18,"Male",11102018,8,"controllerRenderer_G","ANTIGRAVITY","UNT","Yes","MOVE","True",0.5,1.86667,1.933337,1,1.367,0.067,-0.02,-0.089,0.188,0.3,-0.727,-0.332,0.208,0.343,-0.915,-0.473
"186",24,19,"Female",21102018,8,"controllerRenderer_E","VANISHING","NoName1","No","USE","True",0.5222223,2.133336,3.344437,1,1.611,1.211,0.003,0.012,0.455,0.725,0.684,0.312,0.452,0.746,0.229,0.119
"187",25,20,"Female",12102018,8,"controllerRenderer_A","CREATING","SNI","Yes","MOVE","True",0.3444445,1.922226,1.922226,1,1.578,0,-0.175,-0.795,0.244,0.388,-0.738,-0.337,0.419,0.691,-0.982,-0.508
"188",27,19,"Female",15102018,8,"controllerRenderer_C","BLACKHOLE","NoName1","No","MOVE","True",0.6888894,2.088892,2.255557,1,1.4,0.167,0.169,0.769,0.41,0.654,-0.405,-0.185,0.241,0.398,-0.815,-0.422
"189",28,31,"Female",17102018,8,"controllerRenderer_C","CREATING","NoName1","No","MOVE","True",0.7111117,1.788892,1.933337,1,1.078,0.144,0.192,0.87,0.11,0.176,-0.727,-0.332,-0.082,-0.133,-0.837,-0.434
"190",29,21,"Female",17102018,8,"controllerRenderer_E","SNOWING","NoName1","No","MOVE","True",0.5666668,1.366669,1.544447,1,0.8,0.178,0.047,0.214,-0.312,-0.496,-1.116,-0.509,-0.359,-0.592,-0.804,-0.416
"191",30,19,"Female",18102018,8,"controllerRenderer_E","SNOWING","NoName3","No","MOVE","True",0.5222223,1.76667,1.833337,1,1.244,0.067,0.003,0.012,0.088,0.141,-0.827,-0.378,0.085,0.14,-0.915,-0.473
"192",32,20,"Female",19102018,8,"controllerRenderer_G","CREATING","SNI","Yes","MOVE","True",0.655556,1.855559,2.111114,1,1.2,0.256,0.136,0.618,0.177,0.282,-0.549,-0.251,0.041,0.068,-0.726,-0.376
"193",33,17,"Female",19102018,8,"controllerRenderer_G","GROWING","LUM","Yes","MOVE","True",0.5333334,2.766664,2.799997,1,2.233,0.033,0.014,0.062,1.088,1.733,0.14,0.064,1.074,1.771,-0.948,-0.491
"194",35,19,"Female",6112018,8,"controllerRenderer_G","VANISHING","LUM","Yes","USE","True",1.122224,1.977782,2.599999,1,0.856,0.622,0.603,2.737,0.299,0.477,-0.06,-0.028,-0.304,-0.499,-0.359,-0.186
"195",36,20,"Female",6112018,8,"controllerRenderer_B","ANTIGRAVITY","LUM","Yes","USE","True",0.6222225,3.26666,4.011099,1,2.644,0.744,0.103,0.466,1.588,2.529,1.351,0.617,1.485,2.449,-0.237,-0.123
"196",37,21,"Female",7112018,8,"controllerRenderer_B","VANISHING","NoName1","No","USE","True",0.4777778,2.111114,2.977774,1,1.633,0.867,-0.042,-0.19,0.433,0.689,0.317,0.145,0.475,0.782,-0.116,-0.059
"197",38,20,"Male",7112018,8,"controllerRenderer_C","VANISHING","UNT","Yes","USE","True",0.3888889,3.033329,3.622213,1,2.644,0.589,-0.131,-0.594,1.355,2.158,0.962,0.439,1.486,2.449,-0.393,-0.203
"198",39,20,"Female",8112018,8,"controllerRenderer_B","CREATING","NoName2","No","MOVE","True",0.4222222,1.988893,2.200002,1,1.567,0.211,-0.097,-0.442,0.31,0.494,-0.46,-0.21,0.407,0.673,-0.77,-0.399
"199",40,19,"Male",8112018,8,"controllerRenderer_A","CREATING","NoName1","No","USE","True",0.4666667,2.455556,5.277782,1,1.989,2.822,-0.053,-0.24,0.777,1.238,2.617,1.195,0.83,1.369,1.84,0.952
"200",1922222,20,"Female",9102018,8,"controllerRenderer_C","ANTIGRAVITY","NoName2","No","MOVE","True",0.4888889,1.644447,1.800003,1,1.156,0.156,-0.031,-0.139,-0.034,-0.054,-0.86,-0.393,-0.003,-0.005,-0.826,-0.427
"201",1,25,"Female",19092018,9,"controllerRenderer_A","VANISHING","NoName2","No","USE","True",0.7222228,2.366668,2.922219,1,1.644,0.556,0.203,0.92,0.688,1.096,0.262,0.12,0.485,0.8,-0.426,-0.22
"202",3,19,"Male",24092018,9,"controllerRenderer_A","ANTIGRAVITY","NoName3","No","USE","True",0.6888894,2.033337,2.822219,1,1.344,0.789,0.169,0.769,0.355,0.565,0.162,0.074,0.186,0.305,-0.193,-0.1
"203",4,19,"Female",25092018,9,"controllerRenderer_B","SNOWING","UNT","Yes","USE","True",0.9666679,2.433334,4.19999,1,1.467,1.767,0.447,2.031,0.755,1.202,1.54,0.703,0.308,0.508,0.785,0.406
"204",6,35,"Female",26092018,9,"controllerRenderer_B","CREATING","NoName3","No","USE","True",0.5888891,1.433336,3.788878,1,0.844,2.356,0.069,0.315,-0.245,-0.39,1.129,0.515,-0.314,-0.519,1.374,0.711
"205",8,21,"Female",27092018,9,"controllerRenderer_I","ANTIGRAVITY","NoName1","No","MOVE","True",0.4,1.433336,1.444447,1,1.033,0.011,-0.12,-0.543,-0.245,-0.39,-1.216,-0.555,-0.125,-0.207,-0.971,-0.502
"206",12,19,"Female",3102018,9,"controllerRenderer_C","SNOWING","NoName1","No","MOVE","True",0.5222223,1.988893,1.977782,1,1.467,-0.011,0.003,0.012,0.31,0.494,-0.683,-0.312,0.307,0.508,-0.993,-0.514
"207",13,19,"Female",4102018,9,"controllerRenderer_I","GROWING","NoName2","No","USE","True",0.5666668,1.644447,2.28889,1,1.078,0.644,0.047,0.214,-0.034,-0.054,-0.371,-0.17,-0.081,-0.133,-0.337,-0.175
"208",14,20,"Female",5102018,9,"controllerRenderer_E","VANISHING","UNT","Yes","MOVE","True",0.4666667,1.27778,1.355558,1,0.811,0.078,-0.053,-0.24,-0.401,-0.638,-1.305,-0.596,-0.348,-0.574,-0.904,-0.468
"209",16,20,"Female",8102018,9,"controllerRenderer_I","BLACKHOLE","UNT","Yes","MOVE","True",0.4666667,1.311113,1.333336,1,0.844,0.022,-0.053,-0.24,-0.367,-0.585,-1.327,-0.606,-0.314,-0.519,-0.96,-0.497
"210",17,20,"Female",8102018,9,"controllerRenderer_G","CREATING","UNT","Yes","MOVE","True",0.5333334,1.266669,1.388891,1,0.733,0.122,0.014,0.062,-0.412,-0.656,-1.271,-0.58,-0.426,-0.702,-0.859,-0.445
"211",18,18,"Male",9102018,9,"controllerRenderer_E","BLACKHOLE","NoName2","No","MOVE","True",0.4222222,1.366669,1.544447,1,0.944,0.178,-0.097,-0.442,-0.312,-0.496,-1.116,-0.509,-0.215,-0.354,-0.804,-0.416
"212",20,18,"Female",9102018,9,"controllerRenderer_G","SNOWING","NoName1","No","USE","True",0.6666671,1.47778,2.000004,1,0.811,0.522,0.147,0.668,-0.201,-0.32,-0.66,-0.301,-0.348,-0.574,-0.459,-0.238
"213",22,18,"Male",11102018,9,"controllerRenderer_E","SNOWING","NoName3","No","MOVE","True",0.4555556,1.533336,1.577781,1,1.078,0.044,-0.064,-0.291,-0.145,-0.231,-1.083,-0.494,-0.081,-0.133,-0.938,-0.485
"214",23,30,"Female",11102018,9,"controllerRenderer_I","SNOWING","SNI","Yes","USE","True",0.6111114,2.688887,5.100002,1,2.078,2.411,0.092,0.416,1.01,1.609,2.44,1.114,0.918,1.516,1.43,0.739
"215",24,19,"Female",21102018,9,"controllerRenderer_B","BLACKHOLE","NoName2","No","MOVE","True",0.5,1.588892,1.566669,1,1.089,-0.022,-0.02,-0.089,-0.09,-0.143,-1.094,-0.499,-0.07,-0.115,-1.004,-0.519
"216",25,20,"Female",12102018,9,"controllerRenderer_C","ANTIGRAVITY","NoName3","No","USE","True",0.4111111,2.400001,4.044433,1,1.989,1.644,-0.108,-0.493,0.722,1.149,1.384,0.632,0.83,1.369,0.662,0.343
"217",26,18,"Female",15102018,9,"controllerRenderer_A","VANISHING","NoName3","No","MOVE","True",0.4666667,1.755559,1.744448,1,1.289,-0.011,-0.053,-0.24,0.077,0.123,-0.916,-0.418,0.13,0.215,-0.993,-0.514
"218",27,19,"Female",15102018,9,"controllerRenderer_G","VANISHING","NoName2","No","MOVE","True",0.4888889,1.577781,1.76667,1,1.089,0.189,-0.031,-0.139,-0.101,-0.16,-0.894,-0.408,-0.07,-0.115,-0.793,-0.41
"219",28,31,"Female",17102018,9,"controllerRenderer_B","ANTIGRAVITY","UNT","Yes","MOVE","True",0.6111114,1.488891,1.544447,1,0.878,0.056,0.092,0.416,-0.19,-0.302,-1.116,-0.509,-0.282,-0.463,-0.926,-0.479
"220",29,21,"Female",17102018,9,"controllerRenderer_E","SNOWING","NoName1","No","MOVE","True",0.6444448,1.688892,1.711114,1,1.044,0.022,0.125,0.567,0.01,0.017,-0.949,-0.433,-0.115,-0.189,-0.959,-0.497
"221",30,19,"Female",18102018,9,"controllerRenderer_E","SNOWING","NoName3","No","USE","True",0.4777778,2.033337,2.699998,1,1.556,0.667,-0.042,-0.19,0.355,0.565,0.04,0.018,0.397,0.655,-0.315,-0.163
"222",32,20,"Female",19102018,9,"controllerRenderer_B","ANTIGRAVITY","NoName3","No","USE","True",1.255558,3.388881,4.744442,1,2.133,1.356,0.736,3.343,1.71,2.724,2.084,0.951,0.974,1.606,0.374,0.194
"223",33,17,"Female",19102018,9,"controllerRenderer_A","VANISHING","UNT","Yes","USE","True",0.4222222,2.688887,3.211105,1,2.267,0.522,-0.097,-0.442,1.01,1.609,0.551,0.251,1.107,1.827,-0.459,-0.238
